	props_0	props_1	beta_clust_0	beta_clust_1	beta_stage_0	beta_stage_1	beta_stage_2	beta_stage_3	beta_age	beta_chemo	beta_rt	beta_brachy
0	0.40385988085732516	0.5961401191426748	0.0	-0.7543077404487917	0.0	-1.4398776583008894	0.8914690152552037	3.685982760487081	0.14166912524748526	-0.2557250275062943	0.6407871584714845	0.17331091916754227
1	0.48877753059880014	0.5112224694011999	0.0	-0.8779452748667524	0.0	-0.6969988055482231	1.0910006864112651	3.4636240748452805	0.10706873212596761	-0.6012057888285182	0.49640770238069926	0.7965127031208943
2	0.491843224150494	0.508156775849506	0.0	-1.2613359262816117	0.0	0.6530239613856224	1.8529361067661174	3.9286379945470813	-0.14427131359647843	-1.1577577756447814	0.44120121715237964	-0.0033071861667422126
3	0.5034226552030523	0.49657734479694776	0.0	-0.20179508106562213	0.0	0.6838834165468929	2.170962973908957	3.802075164125035	0.11800621000911243	-1.4214684117006198	0.0004691833570606382	0.6985218667970369
4	0.4828981632467137	0.5171018367532864	0.0	-0.2464183199802954	0.0	0.1324791621911262	1.9920592267086352	3.415732201224871	0.15219992176771566	-1.130641845469095	-0.014695467111590041	-0.1302144639210326
5	0.49489675540983685	0.5051032445901632	0.0	-1.3571925858690395	0.0	-1.5887836982210253	1.102251290607584	3.4088177422970554	0.12313746313753017	-0.8199730749701956	0.5494228245378665	0.7000981982275976
6	0.42869313581197566	0.5713068641880243	0.0	-0.40956282450132847	0.0	-0.4116161051121408	1.2358726325500897	3.1811751980482397	0.132948161955793	-0.8787680068966592	0.45402292830713714	-0.06821779032540864
7	0.5089026183285759	0.4910973816714241	0.0	-1.5765083974672691	0.0	1.3177528925715154	1.4980865303749291	3.0361638777277062	-0.05597767205561048	-0.7683261074881602	-0.1758568425845168	0.3790486232334224
8	0.5005136802787321	0.49948631972126784	0.0	-0.9898738060002067	0.0	0.8679304985231077	1.2534014039568684	3.1363957956569566	-0.015600856850021534	-0.5701997303471394	0.026931204948004855	0.24838576728500414
9	0.432837636734905	0.5671623632650951	0.0	-0.3243594768628379	0.0	-0.32750784124331367	1.0942755792078565	2.568791979212815	-0.14661526941139652	-1.3750876494440811	0.31527517059515553	-0.8183932635340928
10	0.4790849529950559	0.5209150470049443	0.0	-0.6199898732456605	0.0	-1.161704283238348	1.4664355249455703	3.2165313050518165	-0.21062904222176806	-1.7782199480135283	-0.3473981604687533	-0.644862889947712
11	0.455239218207044	0.544760781792956	0.0	-0.9138858070291389	0.0	1.148606944162902	0.8191438785284949	3.1189945949691884	-0.06742674778133895	-0.970087229508129	-0.14793687815265819	0.19454849080309644
12	0.4553079985785307	0.5446920014214692	0.0	-0.6944087601771333	0.0	-1.0868066946473838	1.675333791834706	3.273650443594233	0.008392052874527635	-1.258735710674619	-0.2225862262021774	0.13800422241170648
13	0.48103512788712854	0.5189648721128716	0.0	-0.5709418575835932	0.0	1.4576513417636472	1.1907340126124502	2.984249926573566	0.07073617033633939	-0.7723501277006614	0.6817232975185645	-0.4703667210543753
14	0.4713868639931199	0.5286131360068802	0.0	-0.4267528185526557	0.0	-1.09895999972371	1.377097180709623	2.8515365043752414	-0.04006785320597144	-0.8405209857379041	-0.153840030152276	0.2656080746300317
15	0.4322579961377598	0.5677420038622402	0.0	-0.765132057160965	0.0	0.8201972374956268	1.4553585354869238	3.0554006071943003	0.10839360081882418	-1.0128094839079684	0.20727630376508993	0.005773483211807309
16	0.43230268866181887	0.5676973113381811	0.0	-0.7831261799788488	0.0	0.7720665112110875	1.399763704494971	3.0886926770516285	0.10013734491894669	-1.0300281499304094	0.1132485048728578	0.05188344365386536
17	0.5402313711227223	0.4597686288772776	0.0	-0.6965136022696259	0.0	-0.3230611733364087	1.6943385574058827	3.694453326695148	-0.1067502583971718	-1.100703988996852	0.34395831271058325	0.15129457289711284
18	0.46572709998734985	0.5342729000126502	0.0	-0.8997132494686042	0.0	-1.2094193397300133	1.4064713939569704	3.7663938921387135	0.08582238921350564	-1.3844884728136675	0.5654461004693463	0.2806549359261732
19	0.5270374373311233	0.47296256266887676	0.0	-0.43346742653436016	0.0	0.5503312198061929	1.6663940429888682	2.6892268760335636	0.00877735328209673	-0.5561315642340967	-0.6851549823026782	-0.45754400020040237
