sample,classification,gene
CC.SUN.0827,Absent,PTEN
CC.SUN.0830,Absent,PTEN
CC.SUN.0833,Absent,PTEN
CC.SUN.0838,Absent,PTEN
CC.SUN.0840,Absent,PTEN
CC.SUN.0843,Absent,PTEN
CC.SUN.0845,Absent,PTEN
CC.SUN.0848,Absent,PTEN
CC.SUN.0865,Absent,PTEN
CC.SUN.0868,Absent,PTEN
CC.SUN.0869,Absent,PTEN
CC.SUN.0870,Absent,PTEN
CC.SUN.0873,Absent,PTEN
CC.SUN.0876,Absent,PTEN
CC.SUN.0877,Absent,PTEN
CC.SUN.0885,Absent,PTEN
CC.SUN.0888,Absent,PTEN
CC.SUN.0903,Present,PTEN
CC.SUN.0907,Absent,PTEN
CC.SUN.0908,Absent,PTEN
CC.SUN.0909,Absent,PTEN
CC.SUN.0924,Present,PTEN
CC.SUN.0931,Absent,PTEN
CC.SUN.0932,Absent,PTEN
CC.SUN.0942,Absent,PTEN
CC.SUN.0944,Absent,PTEN
CC.SUN.0946,Absent,PTEN
CC.SUN.0947,Absent,PTEN
CC.SUN.0951,Absent,PTEN
CC.SUN.0953,Absent,PTEN
CC.SUN.0954,Absent,PTEN
CC.SUN.0960,Absent,PTEN
CC.SUN.0961,Present,PTEN
CC.SUN.0967,Absent,PTEN
CC.SUN.0972,Absent,PTEN
CC.SUN.0974,Absent,PTEN
CC.SUN.0975,Absent,PTEN
CC.VER.1146,Absent,PTEN
CC.VGH.0036.T,Absent,PTEN
CC.VGH.0041.T,Absent,PTEN
CC.VGH.1168,Present,PTEN
CC.VGH.1209.T,Absent,PTEN
CC.VGH.1210.T,Present,PTEN
CC.VGH.1215.T,Absent,PTEN
CC.VGH.1217,Absent,PTEN
CC.VGH.1218.T,Absent,PTEN
CC.VGH.1225,Absent,PTEN
CC.VGH.1227.T,Absent,PTEN
CC.VGH.1230,Absent,PTEN
CC.VGH.1253,Absent,PTEN
CC.VGH.1258,Absent,PTEN
CC.VGH.1295,Absent,PTEN
CC.WPG.1392,Absent,PTEN
CC.WPG.1393,Absent,PTEN
CC.WPG.1405,Absent,PTEN
CC.WPG.1412,Absent,PTEN
CC.WPG.1418,Absent,PTEN
VOA1081A,Absent,PTEN
VOA1082B,Absent,PTEN
VS06.13266.C8,Absent,PTEN
VS07.16094.D14,Absent,PTEN
VS09.13515.A7,Present,PTEN
VS09.16339.B8,Present,PTEN
VS13.19263,Absent,PTEN
YW.EC002,Absent,PTEN
YW.EC022,Absent,PTEN
YW.EC025,Absent,PTEN
YW.EC052,Absent,PTEN
CC.CHM.1353,Absent,PTEN
CC.HAM.0405,Absent,PTEN
CC.LAV.0646,Absent,PTEN
CC.SUN.0859,No Data,PTEN
CC.SUN.0918,No Data,PTEN
YW.EC003,Absent,PTEN
