sample,classification,gene
CC.LAV.0726,Gain,PTEN
CC.LGH.0979,Normal,PTEN
CC.LGH.0989,Gain,PTEN
CC.LGH.0992,Amplification,PTEN
CC.NSH.0235,Gain,PTEN
CC.NSH.0236,Loss,PTEN
CC.NSH.0243,Normal,PTEN
CC.NSH.0253,Gain,PTEN
CC.NSH.0254,Loss,PTEN
CC.NSH.0269,Gain,PTEN
CC.NSH.0279,Normal,PTEN
CC.NSH.0285,Loss,PTEN
CC.NSH.0296,Amplification,PTEN
CC.NSH.0299,Normal,PTEN
CC.NSH.0309,Amplification,PTEN
CC.NSH.0338,Normal,PTEN
CC.NSH.0356,Normal,PTEN
CC.PEN.1045,Gain,PTEN
CC.RCH.1120,Normal,PTEN
CC.RCH.1122,Loss,PTEN
CC.RCH.1130,Loss,PTEN
CC.RJH.1313,Normal,PTEN
CC.RJH0119,Normal,PTEN
CC.RJH0132,Loss,PTEN
CC.RJH0175,Gain,PTEN
CC.RJH0178,Gain,PTEN
CC.RJH0182,Normal,PTEN
CC.RJH0185,Normal,PTEN
CC.RJH0201,Gain,PTEN
CC.SMH.0751,Normal,PTEN
CC.SPH.1066,Normal,PTEN
CC.SSK0053,Gain,PTEN
CC.SSK0060,Amplification,PTEN
CC.SSK0062,Normal,PTEN
CC.SSK0088,Normal,PTEN
CC.SSK0089,Gain,PTEN
CC.SSK0097,Gain,PTEN
CC.SSK0099,Normal,PTEN
CC.SSK0103,Gain,PTEN
CC.SSK0109,Normal,PTEN
CC.SUN.0808,Amplification,PTEN
CC.SUN.0819,Normal,PTEN
CC.SUN.0820,Loss,PTEN
CC.SUN.0822,Normal,PTEN
CC.SUN.0825,Amplification,PTEN
CC.SUN.0827,Gain,PTEN
CC.SUN.0830,Normal,PTEN
CC.SUN.0833,Loss,PTEN
CC.SUN.0838,Normal,PTEN
CC.SUN.0840,Normal,PTEN
CC.SUN.0843,Loss,PTEN
CC.SUN.0845,Normal,PTEN
CC.SUN.0848,Normal,PTEN
CC.SUN.0865,Amplification,PTEN
CC.SUN.0868,Gain,PTEN
CC.SUN.0869,Normal,PTEN
CC.SUN.0870,Gain,PTEN
CC.SUN.0873,Gain,PTEN
CC.SUN.0876,Normal,PTEN
CC.SUN.0877,Loss,PTEN
CC.SUN.0885,Normal,PTEN
CC.SUN.0888,Gain,PTEN
CC.SUN.0903,Gain,PTEN
CC.SUN.0907,Amplification,PTEN
CC.SUN.0908,Normal,PTEN
CC.SUN.0909,Amplification,PTEN
CC.SUN.0924,Normal,PTEN
CC.SUN.0931,Normal,PTEN
CC.SUN.0932,Normal,PTEN
CC.SUN.0942,Amplification,PTEN
CC.SUN.0944,Gain,PTEN
CC.SUN.0946,Normal,PTEN
CC.SUN.0947,Gain,PTEN
CC.SUN.0951,Gain,PTEN
CC.SUN.0953,Gain,PTEN
CC.SUN.0954,Loss,PTEN
CC.SUN.0960,Normal,PTEN
CC.SUN.0961,Normal,PTEN
CC.SUN.0967,Gain,PTEN
CC.SUN.0972,Gain,PTEN
CC.SUN.0974,Gain,PTEN
CC.SUN.0975,Gain,PTEN
CC.VER.1146,Loss,PTEN
CC.VGH.0036.T,Gain,PTEN
CC.VGH.0041.T,Gain,PTEN
CC.VGH.1168,Gain,PTEN
CC.VGH.1209.T,Normal,PTEN
CC.VGH.1210.T,Normal,PTEN
CC.VGH.1215.T,Normal,PTEN
CC.VGH.1217,Normal,PTEN
CC.VGH.1218.T,Gain,PTEN
CC.VGH.1225,Loss,PTEN
CC.VGH.1227.T,Normal,PTEN
CC.VGH.1230,Normal,PTEN
CC.VGH.1253,Gain,PTEN
CC.VGH.1258,Normal,PTEN
CC.VGH.1295,Gain,PTEN
CC.WPG.1392,Gain,PTEN
CC.WPG.1393,Loss,PTEN
CC.WPG.1405,Normal,PTEN
CC.WPG.1412,Gain,PTEN
CC.WPG.1418,Loss,PTEN
VOA1081A,Normal,PTEN
VOA1082B,Loss,PTEN
VS06.13266.C8,Normal,PTEN
VS07.16094.D14,Gain,PTEN
VS09.13515.A7,Normal,PTEN
VS09.16339.B8,Gain,PTEN
VS13.19263,Gain,PTEN
YW.EC002,Normal,PTEN
YW.EC022,Normal,PTEN
YW.EC025,Normal,PTEN
YW.EC052,Normal,PTEN
CC.CHM.1353,Normal,PTEN
CC.HAM.0405,No Data,PTEN
CC.LAV.0646,Gain,PTEN
CC.SUN.0859,Normal,PTEN
CC.SUN.0918,Gain,PTEN
YW.EC003,Gain,PTEN
