	props_0	props_1	props_2	beta_clust_0	beta_clust_1	beta_clust_2	beta_stage_0	beta_stage_1	beta_stage_2	beta_stage_3	beta_age	beta_chemo	beta_rt	beta_brachy
0	0.38216626304261403	0.2894875290789627	0.3283462078784233	0.0	-0.7590657952974007	-0.5527332096511387	0.0	-0.12764553690200786	1.6971542180614299	2.9843622905091785	-0.19679687666518358	-0.3961283454931212	-0.5582649812929692	0.04971036644903881
1	0.3999239516651681	0.303288172809505	0.29678787552532687	0.0	-0.10269730492824501	0.41722747847374453	0.0	-0.1424376047813814	1.1183388870635602	1.8970086871400385	-0.11072903187015785	-0.5801895528434828	-0.3642974116646559	-0.10141330445588567
2	0.39069052561632484	0.3023033227509631	0.307006151632712	0.0	-0.7528955994978673	-0.38929869466847156	0.0	-0.8885350722021869	1.6345613591541517	2.571511197055709	-0.12961746888320122	-0.7382442992656361	-0.6109988538213958	0.2696449264000987
3	0.3905084130689595	0.3209834114955283	0.2885081754355122	0.0	-0.8690840601346294	-0.3145654223215146	0.0	1.0639008449441885	1.304932248128336	2.6094851925708413	0.16694613443628956	-0.2743554658937138	-0.35182535701566925	0.1740888631603146
4	0.4262348148001662	0.3252771119799271	0.24848807321990668	0.0	-0.5097153276079777	-0.7623782418690991	0.0	0.5186796293831809	1.6597667016182631	2.1767880352809654	0.07336993184019956	-0.5397049640267165	-0.4837269414971694	0.25728156731946866
5	0.3008319524814691	0.43076410607130566	0.26840394144722524	0.0	-0.8639636046704872	0.11985356689386621	0.0	-0.5561116001146891	1.0834181623261276	2.958136052821912	-0.0953590285550147	-0.8824522776477881	-0.11779643404954468	0.37520036550441743
6	0.3388409530732905	0.355912531113674	0.3052465158130355	0.0	-0.401622946584577	-0.16339012542795509	0.0	-1.2601295218297404	1.4145157271053925	2.2793053489911372	0.025597249657467652	-0.5811911597331219	-0.3482527879199979	0.350212789795876
7	0.46710805380489856	0.2575028577823144	0.2753890884127871	0.0	-0.7663528570838315	-0.8463450171273458	0.0	0.15784568986591002	2.1689492283740983	3.430452645430494	-1.7515262577219527e-05	-0.9558789420417108	0.23714281968364756	0.3281361672289635
8	0.42156920489339605	0.2590497928807216	0.31938100222588234	0.0	-0.7043143037646993	-0.5155881417484789	0.0	-0.12280571410121989	2.248795229695653	3.4320402828525967	-0.014735377374663074	-0.8019608011081515	0.01964998218999263	-0.02405659802579707
9	0.4039544038519633	0.32515925629975645	0.2708863398482802	0.0	-0.7887151451705373	0.10429004660058912	0.0	0.7205935647557282	1.272929784909116	3.0020950964135484	-0.046514130776832606	-0.71497953111223	-0.17799080646614157	0.18335172738411437
10	0.3811013319833786	0.31440664263346796	0.3044920253831534	0.0	-0.32455998304940925	-0.19325428748607013	0.0	0.8849819323748438	1.5855353463090005	2.8006382786353465	0.12818824174685783	-0.6552793675498384	-0.43162133471167685	0.19356425544906306
11	0.4514759936293479	0.24096776112823037	0.3075562452424217	0.0	-0.9364317661217326	-0.2757594833249859	0.0	-0.45337586637134575	1.6215594484435187	2.758946782168795	-0.23711589646942965	-0.42641137519527955	-0.4673043397257692	0.21937833949741664
