	props_0	props_1
0	0.5499673058290594	0.4500326941709405
1	0.5553598598999849	0.44464014010001507
2	0.5587804824673333	0.4412195175326667
3	0.562463883770364	0.4375361162296358
4	0.5486208225684064	0.4513791774315937
5	0.5275893120550312	0.4724106879449687
6	0.5721300816187258	0.42786991838127425
7	0.5570079354220066	0.44299206457799334
8	0.5652752702459618	0.43472472975403825
9	0.5310908795529111	0.4689091204470889
10	0.534826801075085	0.465173198924915
11	0.5962664286217207	0.40373357137827937
12	0.5319379175461082	0.46806208245389175
13	0.4905454498203413	0.5094545501796587
14	0.6120070063325976	0.3879929936674023
15	0.583678276623895	0.41632172337610496
16	0.4787371572367188	0.5212628427632813
17	0.5087923076498932	0.49120769235010675
18	0.6002566766672531	0.39974332333274687
19	0.5131348082699861	0.4868651917300138
20	0.5561178776251169	0.4438821223748831
21	0.5574714718882778	0.44252852811172216
22	0.46891040758877145	0.5310895924112284
23	0.5658964718551178	0.43410352814488223
24	0.5346816665949702	0.4653183334050299
25	0.48432141234533505	0.5156785876546649
26	0.5039781986723169	0.496021801327683
27	0.49796370254376165	0.5020362974562383
28	0.4993246750634218	0.5006753249365781
29	0.5550286618918454	0.4449713381081545
30	0.5468424467659615	0.4531575532340386
31	0.49982205298631277	0.5001779470136872
32	0.5314011015580538	0.46859889844194635
33	0.5284514651838542	0.47154853481614584
34	0.5359951307872854	0.46400486921271444
35	0.48252764718899976	0.5174723528110001
36	0.5461224053024708	0.4538775946975292
37	0.5420368446473786	0.45796315535262133
38	0.5442928249773364	0.4557071750226634
39	0.5926548667086936	0.4073451332913064
40	0.533812356028354	0.466187643971646
41	0.5568057540990915	0.4431942459009086
42	0.5223785197066869	0.4776214802933131
43	0.5416726847137698	0.45832731528623
44	0.5568691724539506	0.44313082754604943
45	0.4666926043270429	0.5333073956729572
46	0.5129539157634597	0.48704608423654033
47	0.5189212211428513	0.4810787788571486
48	0.5654331745150794	0.4345668254849207
49	0.506131454325735	0.49386854567426514
50	0.4883561936969424	0.5116438063030576
51	0.563944403127539	0.43605559687246087
52	0.5169155196409336	0.48308448035906637
53	0.5777002630208516	0.4222997369791484
54	0.5261341228722829	0.47386587712771716
55	0.5754370805816428	0.4245629194183572
56	0.5508083893026636	0.44919161069733643
57	0.5341201816125991	0.465879818387401
58	0.517968183343606	0.48203181665639405
59	0.56328938360109	0.4367106163989099
60	0.5646724567644132	0.4353275432355867
61	0.5597666540194873	0.4402333459805127
62	0.5350532823190597	0.4649467176809403
63	0.5498325643951064	0.45016743560489353
64	0.5355036221921291	0.4644963778078709
65	0.5322541086298299	0.46774589137017003
66	0.5264221019873448	0.47357789801265515
67	0.5320939646907394	0.4679060353092604
68	0.5593366556313324	0.4406633443686676
69	0.5285370942957632	0.47146290570423693
70	0.5552716211011499	0.4447283788988501
71	0.5990888666988557	0.40091113330114425
72	0.5270637705893955	0.4729362294106046
73	0.5493627223689094	0.4506372776310905
74	0.5582850734372886	0.44171492656271133
75	0.476073689730302	0.523926310269698
76	0.4977805422686318	0.5022194577313682
77	0.5758381804552724	0.42416181954472765
78	0.5134682877128844	0.4865317122871155
79	0.5802058241031511	0.41979417589684886
80	0.47259192570842934	0.5274080742915705
81	0.5093108943634908	0.4906891056365092
82	0.5566942166754606	0.44330578332453946
83	0.5631970945808679	0.4368029054191322
84	0.5769643593124311	0.42303564068756894
85	0.6130301576203894	0.3869698423796106
86	0.49223295178204346	0.5077670482179564
87	0.554553165276487	0.44544683472351293
88	0.5660062654539445	0.4339937345460554
89	0.553633845012565	0.4463661549874349
90	0.5556565938311119	0.4443434061688883
91	0.5653326335633918	0.43466736643660825
92	0.505971127174665	0.49402887282533503
93	0.5745358469376879	0.42546415306231206
94	0.506904543307638	0.49309545669236204
95	0.5678994117168181	0.43210058828318204
96	0.5842802306244049	0.41571976937559524
97	0.5969593898246038	0.4030406101753961
98	0.5015011575033966	0.49849884249660337
99	0.6013608931835358	0.39863910681646414
100	0.5464506405800189	0.4535493594199809
101	0.5320675163366969	0.467932483663303
102	0.5387624693490559	0.4612375306509441
103	0.5836419757959607	0.4163580242040393
104	0.591005241098218	0.4089947589017821
105	0.5026064410110221	0.49739355898897797
106	0.5618145148642317	0.43818548513576827
107	0.536943233845522	0.46305676615447794
108	0.5575148823505075	0.4424851176494925
109	0.4840091078841447	0.5159908921158554
110	0.5702261676072123	0.4297738323927877
111	0.5179358225200338	0.4820641774799662
112	0.5252687599359763	0.4747312400640238
113	0.5647851007182932	0.4352148992817068
114	0.5390761645351436	0.4609238354648564
115	0.59229562449883	0.40770437550117006
116	0.5657869217449865	0.43421307825501343
117	0.5417845654678178	0.4582154345321822
118	0.5362109510029331	0.4637890489970668
119	0.5508644197318301	0.4491355802681699
120	0.5311119488135905	0.4688880511864096
121	0.4669601903264818	0.5330398096735182
122	0.5742229478204074	0.4257770521795925
123	0.5767667322563023	0.4232332677436977
124	0.5389138949642515	0.4610861050357486
125	0.4948963747515016	0.5051036252484984
126	0.5359556169453018	0.46404438305469814
127	0.5341788726331487	0.4658211273668512
128	0.5509135063139482	0.4490864936860518
